folder_name,title,no,jenis_kejadian,lokasi_kejadian_desa_kecamatan,lokasi_kejadian_dusun_rt_rw,koordinat_text,latitude,longitude,waktu_kejadian,jam_kejadian,kronologi_kondisi_umum,dampak_bangunan_fisik,dampak_jiwa_luka,dampak_pengungsian,penanganan,tim_terlibat,saran_tl,nara_sumber,petugas_bpbd,keterangan_lain,media_links
JANUARI-FEBRUARI 2022,"Tanah Longsor, Aribaya, Pagentan",1.0,Tanah Longsor,"Aribaya, Pagentan",Pringamba 5/3,"-7.3346617, 109.7538133",-7.3346617,109.7538133,"Sabtu, 01 Januari 2022",,"ANALISIS DAN DISKRIPSI PEMETAAN BENCANA
Terjadi bencana gerakan tanah jenis debris slide dan pensesaran susulan pada lokasi desa aribaya serta gerakan tanah susulan bebrapa titik lokasi . Pada wilayah pegunungan serayu utara, lokasi tersebut trdapat pada kelompok formasi rambatan merupakan daerah yang mempunyai morfologi perbukitan lereng sedang sampai lereng curam. Tersusun oleh pelapukan batuan breksi vulkanik, pasir tufaan, serpih, batu lempung. Daerah trsb dihuni warga desa yang mayoritas petani salak bercocok tanam disekitar wilayah tersebut. Kejadian bencana gerakan tanah disebabkan karena:
-Daerah tersebut terletak pada zona patahan dengan arah Barat daya
-Derajat kemiringan kontur rara rata 45° keatas, mempunyai kontur terjal
-Intensitas volume air hujan yang tinggi
-kurangnya pengendalian drainase yang baik
-kurangnya penataan teras sering yg menjadi pengendali longsoran
-Terjadinya aliran mata air kembali pada sumber rekahan, terindikasi ada suplay volume air secara kontinue diatasnya.
-Dijumpai telah diaktifkan kembali beberapa kolam ikan yang pada th 2020 telah di keringkan.",1 Rumah Rusak Ringan a.n nurdiyanto narwan,nihil,"2 KK 8 jiwa                           - KK Darus Al Ikson         1. Darus Al Ikson 23 Tahun
2. Dewi 19 Tahun
mengungsi di Aribaya, semenjak longsoran Oktober tahun 2020 lalu di rumah milik Bapak Warsono. 
3. Nurdiyanto 54 Tahun
4. Sajem 52 Tahun ( bekerja di luar kota) 
5. Sahidul Al Rohman 16 Tahun
mengungsi di rumah milik Bapak Priono RT 5 RW 3 Dusun Pringamba Desa Aribaya.                                 - KK Suhadi Sakun            1. Suhadi Sakun 55 Tahun
2. Ny. Binem 48 Tahun
3. Ny. Klimah ( Kasturi) 
mengungsi di rumah milik Bapak Mukhlas RT 3 RW 3 Dusun Pringamba Desa Aribaya.","-Assesmen Survey Pemetaan dan Diskripsi Bencana Geologi 
-Pengambilan foto udara drone
-Himbauan kepada Masyarakat lewat FPRB dan perangkat desa
-Pemantauan berkala oleh FPRB Kec. Pagentan         -- evakuasi penghuni rumah,                                  - droping logistik","FPRB Pagentan, BPBD, TAGANA, PMI, Pemdes Aribaya, RAPI, - KOKAM
- KSB KALITLAGA
- KARANG TARUNA DESA KASMARAN
- SATGAS BUDDHA
- FORMAP PRINGAMBA","-Pengosongan sementara 4 rumah warga terdampak pada selama musim penghujan
-Pemasangan ews
-Penutupan rekahan
-Pengendalian air pada drainase yang baik
-Pengosongan kolam ikan.
-Pemasangan rambu peringatan",Haryono (FPRB PAGENTAN) 085291393430,"1. Ir.Junaedi (Fungsional SP) 2. Jumali ( Staf ) 3. Budi Mulyawan/ Cek Lokasi                                 3. Romadhon, Daryoto, Alamsyah (Droping Logistik)","Potensi Ancaman
Masih dimungkinkan akan Terjadi gerakan tanah susulan di wilayah tersebut yang lebih parah dikarenakan sudah banyak rekahan yang terbuka memungkinkan memudahkan pelolosan air ke batuan dasar sebagai media sleding dari jenis debris slide berkembang menjadi debris flow (aliran masa tanah yg bercampur dengan air bila intensitas hujan lebat)                                                                           LAPORAN KEGIATAN

Kepada Yth :
Kepala Pelaksana BPBD Banjarnegara
CC
1. Sekretaris BPBD Banjarnegara;
2. Kabid Pencegahan dan Kesiapsiagaan;
3. Kabid Kedaruratan dan Logistik;
4. Kabid Rehabilitasi dan Rekonstruksi;
5. Kasubag
6. Pejabat Fungsional
===================
Dengan ini kami laporkan : 

A.	JENIS KEGIATAN
Droping Logistik

B.	WAKTU KEGIATAN
Hari 	: 	Kamis, 
Tgl 	: 13 Januari 2022
Waktu 	: 	Pukul 09.00 s/d selesai

C.	LOKASI KEGIATAN
1. Desa Aribaya, Dusun Pringamba RT 05/02, Kec Pagentan
2. Desa Majatengah RT 01/01, Kec. Kalibening.
3. Desa Penusupan RT 04/06, Kec. Pejawaran
4. Desa Kalibening, Kec. Kalibening.

D. HASIL KEGIATAN
- Bantuan langsung diserahkan kepada korban terdampak dan didampingi oleh pemdes setempat dan dari Kecamatan.
- Adapun bantuan yang diberikan antara lain : 
1. Logistik Paket Permakanan
2. Logistik Non Permakanan
Sesuai dengan kebutuhan

Demikian laporan kami sampaikan untuk menjadi periksa.

PETUGAS
- Romadon
- Slamet Riyadi
- Alam Syah Tri Putra","https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxtfpIMskxAyTI0Tsjm4-IOfyaIytS5SIfWPFLx6uZxeCEXooCuIw17mbieL78EIMe5TMhv0-W1DQ0bTSiHSkMCj3P4fqExCgdwycPHfYcMTE2pB6yK2Aq9toN94GM3QONKvgvtxaaYFpfZRamaXERSDDM_kvaHX51uraevsT7qjvzBAqNzuyrW0_jYI_GvvS1TKg-gh65LBQ?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzPnqXEgzd04ObDKyAT0XJzkygnt6wKv4ei-xf4BY6y3nXvyG01Bpti1OJREkQBmAraL5wPcpaoTR57hr5Qhf_AaWpdmKYHqg2qtHU3MaWsXmJ90s3ctvGuWO87Y_DY-F33Fnn8MBdBOpDls9VODco1WW6dy8GER7helfykyJlEbXMN049JSPbkvQOBl6vgyK8nI7Ns07iAFQ?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwydlCYzswlkwno8Il2ZICOJjQ8YlDCcUvdP3ljissDiNZ5cFhKuK12fatJOBq3bW3pgM6NIgg5q1r0sY1cruzUe5uI8MiO4Gb2jfL_T2IcJFYsxFxME7YRStv1UFowMW7ruxaalc1rnjxyXdu7tf69ihQpR00t8dsjnwM8KwB5TGvXBU5uN2fc2oEvt-NgedJP0gGa2zJ4Qw?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gx6rUEXeSog1y97KyWpPYNgdkJ_Nm-_ffjIr8GtGXRHVRO3zHPKGQCX4hJixRSJiZcnskFCn2XHoQXGsDbXBSpjoXsK0Yv_vVDmZsx2CcHa9KZ9Tfu6kM8FJF0rMkskV0H45bbwG88PLc4uQqPIVYKC6dt4JP6oii3Dg_Spup1okWLNbmcAxo--yc0I2MxrqT1UKxKvFX_ajr4?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxdrrrEGvqiI9P2M9ugUEFR0Ac6Tb_4xI9U4GfTWjsNa3kKtygJOuS2UkuxnhSdSxoxbg2AFQA6y_9v0_CigZo8QHDE_1TWggDZKMKX0lspmDGUPOav571PxixpkJ9LpBDHmDU5MDyrK-LofFom4U6mMgKYOU3OIo06bUZKWldUUt9kbvce482MvX2eatgQ1iWzwoJL5_muITY?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzybyrmgJYTUlekGzKLf_w2BBQvv7BHBoOD9FDwdS-gL7CugZa-1pVWcLMt2VBH6VJSFfM2KbVPeVHUGeXMSO6Hx4-NGaut84gwIJ3dzQtDK1CLM80nBxY_cM4FhFW4bdq464heR3nQtRLFF3U6mMoD1jy0uN7H5tcqssi3BJmi55GXCEie-ab1ylH1OaXxgrk54b9cz1ItZyY?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzWQmxOHhT8ZKQKkV2mdowTPSMJ4mO99m609xbllXbHm6Aa3z1ij-2F3SH2V_Xab6itfyB7yTbxmBfF8vdle2KYIctezsDORwn9iIZ2oCyP1H7BntVRaINYQEZaMNmtYBmF1PT5RDsKcSp-TBSDZjXH0NATzyKyRTnHvNs8KLXihI9zqcYI1NNK8hGYsKKLVabCWiWCarAHWhg?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwB91SCedtbUVF0nKl1_2h7_sq0KocoroHBNRWLGo08JtK-Js8xGEjXxCp9_9iPDofYgZ3XKB1UP1DHlf1ABOP350T65G0G-xXkBsr2BNzdGHEA4SeZ5gVGESpNfYaVFGt5zuXy6SJBJER4D4Dg7KfnCOrMfeIN4hBQod0VjuNYhQ-X-hCTZj6pImzYGlOKt2VgZ_YrvbzC2Q?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gxw0tkd9r7WOLm5th3yl4LD-AXNeFMY96YlYMNiMIlLWCtvk9gMm4uGlZeyEXPXy52xgY7uKdwfMA69MK5VauSrShS41OK_m2Fi7Puvwlzie_vnAtIaKO69uk2e5fp5gkD448O4Mau9HU-wjnugwcouly2D-MzRTelUMJIvMBMGp6f36XTHR43ljcpi1hcO8GN7HO7P0-shNg?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gz7c-NRlHNYZWKh1a7Qo4v-G5JBBU-2bBJHyz4NKvIwCYnywxQcWAwaS1pvhVSKt2Gwrl0SLrK_UXxVQAm-GdJOh4yXy5XBoBjp6gBTsfKmJ0SLMBehDJLc9t0JX60RS7v59zbBZo_mCnsMp4G2E-M8yJSVXu_xJf3l_s3cPBED11_4532-YEHJp9EMC7zdjCaEfOCSVCWpOw?fife=s16383"
JANUARI-FEBRUARI 2022,"Tanah Longsor, Kertosari, Kalibening",,Tanah Longsor,"Kertosari, Kalibening",Dusun Gunungtawang 1/1,"-7.218212, 109.672551",-7.218212,109.672551,"Selasa, 11 Januari 2022",,"hujan yang cukup lebat dan pada saat Saksi 2 sedang derada di ruangan depan rumah, selanjutnya saksi 2 mendengar suara gemuruh dari belakang rumah, selanjutnya saksi 2 melihat ke arah belakang rumah di bagian dapur dan sudah terdapat longsoran tanah dari tebing di belakang rumah milik Saksi 1 dengan ukuran tinggi sekira 5 meter dan lebar sekira 7 meter, selajutnya saksi 2 memberitahukan peristiwa tersebut kepada Saksi 1 yang sedang berada di rumah saodaranya yang masih tinggal tidak jauh dari rumah saksi 1.","1 rumah Rusak Ringan : tembok bangunan dapur 2,5 meter x 4 meter dan tembok kamar mandi milik Sdr Tarmo, yang di taksir sekira Rp 5.000.000,- (lima juta rupiah)",nihil,1 KK 2 JIWA,- evakuasi penghuni - pembersihan - cek lokasi - droping logistik,"Pemdes Kertosari, Banser, Relawan, Warga, BPBD",- Pengkajian Bansos,Agung (kades kertosari),"Romadhon, Daryoto",,"https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GybwftIA27_O_L0w1k2j4EMLpda0ztt5BQC6tlYX7-ETaDjGHlUw_HVAqwfh1I5OgkY57M2lz2eVzVVwuxN_pOE-3klykK_EjLGkFMjn4JOLazF6OMJoCakCWU28iU0-eTflL8I4kWP-5lKCbMkQvpq2pjkM1Pad1nNFbs_EMUHjZ-4LMQjlDuYXe3C-dkqsk7C4ui1Pnq6_TY?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gw-Y2rC4tnI7Klimqd6uDDVHm7aLBbAtDKI8ySySnKruBzh8UXvEiv_ZY3GjCIErFVoiahKkMjvyqgDRv5gRdX_8A3OF4qGJyyTkG22LaCfEEmIlGBbFRrmJWH9hL8e4g1wt5ALjhGQAY4Cvr8kL5LGtrM3kCXc5bUvXHmDVotWDRMZBdbWSi3Jm2G4MBwOuLOkpWqELt-2wqk?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwkN0FotPAAjuchP60CeORhx6_3S5a4NQ9N_A31OBuaSwQshUznui31F-AAOZSlvkSUcacCFxINIBIiSKALvWaPtEnSR89Eab7W0dPPjZEWR5wRPlNIKcXJu5-Rzq4UKjXkVPUehcNgZaRbzoQ7WQO0qAVXyNsgeaGWB0riOmaMvIXdfIM-HhLSusqxbS8mqSqqNvM5i52FAw?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxgIlLIbuMXj3m1YcBEhs1yY-s9sz6Tyt4YBnfRbcPcfFg7tfnkCQifmYs-Reo3F01_-KikH-9FRYdRrWj2QCuICt2svSPz4fc2SFB41KY3H-hCXs0QvRU_dxz66UMveKUDPwd5V24Vk1FOtoHYdtHqQrNU74lLTo-Y9kDHxHhFVC-FZ9wDHjn3pOtWi_ZtzHVzdjC57lJtNw?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwQ-iKFlTbFuxPqH2YKgKUWr_Op9UiYUSowgcpinCHQlLRhg9G-lXsmpdsMRHFSpkmbvp8ySaCkNoZkVwy0y8Lrt9q7MNePpZX2Hxh-D-TEvhQqdqkBsvIqENshTUh1-dd2237p0C--iVc3Dm_vjLjMIlKjfDD0gY-d1F61JY7e8GD3FLit1zIlQb9F_YbBMam2JCLvz4yGKQ?fife=s16383"
JANUARI-FEBRUARI 2022,"Tanah Longsor, Kalibening, Kalibening",,Tanah Longsor,"Kalibening, Kalibening",Dusun Palasari 1/4,"-7.217948, 109.635046",-7.217948,109.635046,"Selasa, 11 Januari 2022",,Hujan yang mengakibatkan tanah longsor belakang rumah bpk Kamal dengan tinggi tebing 3m lebar 10m dan tidak ada korban jiwa maupun luka,2 rumah terancam a.n Kamal,nihil,nihil,- pembersihan oleh warga - droping logistik,"pemdes kalibening, warga, relawan",Cek Lokasi,Riyadi Destana Kalibening,"- Romadon
- Daryoto","LAPORAN KEGIATAN

Kepada Yth :
Kepala Pelaksana BPBD Banjarnegara
CC
1. Sekretaris BPBD Banjarnegara;
2. Kabid Pencegahan dan Kesiapsiagaan;
3. Kabid Kedaruratan dan Logistik;
4. Kabid Rehabilitasi dan Rekonstruksi;
5. Kasubag
6. Pejabat Fungsional
===================
Dengan ini kami laporkan :

A. JENIS KEGIATAN
Droping Logistik

B. WAKTU KEGIATAN
Hari : Kamis,
Tgl : 13 Januari 2022
Waktu : Pukul 09.00 s/d selesai

C. LOKASI KEGIATAN
1. Desa Aribaya, Dusun Pringamba RT 05/02, Kec Pagentan
2. Desa Majatengah RT 01/01, Kec. Kalibening.
3. Desa Penusupan RT 04/06, Kec. Pejawaran
4. Desa Kalibening, Kec. Kalibening.

D. HASIL KEGIATAN
- Bantuan langsung diserahkan kepada korban terdampak dan didampingi oleh pemdes setempat dan dari Kecamatan.
- Adapun bantuan yang diberikan antara lain :
1. Logistik Paket Permakanan
2. Logistik Non Permakanan
Sesuai dengan kebutuhan

Demikian laporan kami sampaikan untuk menjadi periksa.

PETUGAS
- Romadon
- Slamet Riyadi
- Alam Syah Tri Putra","https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwVs_JupiA1hLnFo4tk-47aQkP5d0327IcorFwfA4sBG5CUgtxE_S_a2xsVDuEH2HaCo7DZds_YRbOGj8yUZ7Xbs9F56s8o1prxpeS30D0i_2pAAIZ4uunfjpb17wDkONmyHFSHHrM8ZDJhEMmyrdF-eFmv80pHVwDjfYnKVelKAjLObQhcFjLRRaN7TJKnsfzG8IYYqWbPyw?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxewNgYyEFVZo6gKareMz6opflhV3ZLmgokakfgTE0TPlLqAES8_zc-oKcsn3JQoWHXxNI0AoH50O9IprtzoVeogAznLg1sUIYsgu5KECTBSFDfpn5iNIZ59weC54H12cnifFhWxf-iVzTucNwmAm0P_fgMQMB7mgXvpnJybbLAcS4QW1qXb1HeMJNwvFo3_jKknXAAeq3ss-Q?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gzh7qtNDORufirJ2X9uB3XWUgJDZcbMWQs9VG3GwVu85SKUuE2aSEoFAcSJlIELXBjdFAYiFYUDwD_FcDfP_lYU6NRRBDIYfuSsYEuzG8enPNYuJqcJpMaLdk06VmX1LobyTuHjY1KrJMxIe_YGJq8FEf6djmDaSfW0nqwKhvznGjTeWMlrt0dAYvbiMsboX4eGFRYrkDNCZQ?fife=s16383"
JANUARI-FEBRUARI 2022,"Tanah Longsor, Binangun, Karangkobar",,Tanah Longsor,"Binangun, Karangkobar",Dusun Gintung 3/1,"-7.257236, 109.712981",-7.257236,109.712981,"Senin, 10 Januari 2022",,"Hujan dengan intensitas tinggi pada hari Senin 10 Januari 2022 pukul 13.00 sampai dengan 15.00 Wib,","longsor menutup Sepertiga badan jalan, Jalur Kecamatan Karangkobar - Kalibening",nihil,nihil,- pembersihan,"- warga ,-pemdes,- TNI, POLRI",Cek Lokasi,Koptu Wahid Babinsa Binangun '081229121283,,,"https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxkVEt-ccVdc79bSne2lmLuxA_v8GnyjXCvQNi3XeA203l0vc9dzCAHelJzsahQyQ907KfcsgCUzuraeKn-8NFkWiX9XHqmFKsA6brMDPJ-5WMzuz1X9XaIw1jltrlgMdrZvRgLBgSOdqt-gdzidewOn3s_KSXUgoVTjWr4N-iusVzbtUrFWuspLa5_sHtZCqd7mb3cDO5Fsw?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwGIja18Mu8e_sOYhYvTxS7H01QN5XKljdqEDzZg18Fxhc-h6RWJtOMjhEUzY5xLzsX-1YL4wniW94NNYdYXzEvBABnKpYKL7QBBUSmFE0jrtebeRGoSf2c0o9bYWpGiQAoBxx7expcb6L5GQHBERmSMAxsJ2kQyIQByo_2fpS1V1TWubaQyD7H3JT6lpmFWOtL8VsaKk85dw?fife=s16383"
JANUARI-FEBRUARI 2022,"Tanah Longsor , Asinan, Kalibening",,Tanah Longsor,"Asinan, Kalibening",Dusun Asinan 3/1,"-7.27162, 109.65689",-7.27162,109.65689,"Selasa, 11 Januari 2022",,- Hujan deras dengan intensitas tinggi yang mengguyur wilayah Kabupaten Banjarnegara bagian atas pada hari Selasa 11 Januari 2022 Sehingga talud yg semi permanen longsor,1 rumah terancam a.n Misrun Miswardi,nihil,nihil,-warga setempat beserta pemdes asinan melakukan penanganan yg bersifat sementara.       - Droping Logistik,"pemdes Asinan, warga",pemantauan berkala,Warso Pemdes Asinan,"- Romadon
- Daryoto",,"https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzGCruq-tQKXtogptpH1uK-8e8zGEMkwsxFWfvaG0MQ1POYT2WqnoZkp5deYFblpBkqQQ-DfqB4-hgMwkAEM8Rnob0t1_qLI2nFikAKmyzMt2uvE_3S4fxVgOeMSPcQCjwWSkmVz8UBJMhHQOG31j8Yajv595CibcMQYcuWOq-B1SCvU1KVFQaQfiI9I7N2Oc_aB1XZsJ7xaw?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxJPGKnFWKhaBthU9OoMQSoyr-ZfCwQyklLeloudS4OgBEgatJOMoX9BqIGmOhpBJjkVXEs_0vZud62bZhb_YaOiroX3nHFBn1cC8OswUf4DHF2W0HVAe4fAYNvkBZwIcwJDPhBQIT9EqEc2c2mUQO52maGC1j9gqXRE5C_fqjuMugVpI03CbZE5DCm41WstOJi-0Q-DFAJXUI?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwUMhDqmHW6tSaiNS_GvuN7Wo7V9EBKFwdZlTMdsvXgiD0B9yxckH7-oeN7Qj9MygGjP02xlZCQwJVJzO6cDecm7MVMzIn-1Ds8orBfBcBR2_TB4_xOHgvF64yPqhHYClg1mYjrn3P9j3nfxHgQt7WMdZ5i-B_SN4uVZey1CEKxP5q9ZSojcY2yv6uQA4JzsZ4VChJe2gdnMvI?fife=s16383"
JANUARI-FEBRUARI 2022,"Tanah Longsor, Gununglangit Kalibening",,Tanah Longsor,Gununglangit Kalibening,,"-7.209834, 109.629442",-7.209834,109.629442,"Selasa, 11 Januari 2022",,,1 Rumah Rusak Ringan,nihil,nihil,"- cek lokasi, - Pembersihan, -droping logistik","BPBD, Pemdes Gununglangit",,,"-Romadhon, -Daryoto","LAPORAN KEGIATAN

Kepada Yth :
Kepala Pelaksana BPBD Banjarnegara
CC
1. Sekretaris BPBD Banjarnegara;
2. Kabid Pencegahan dan Kesiapsiagaan;
3. Kabid Kedaruratan dan Logistik;
4. Kabid Rehabilitasi dan Rekonstruksi;
5. Kasubag
6. Pejabat Fungsional
===================
Dengan ini kami laporkan :

A. JENIS KEGIATAN
Droping Logistik

B. WAKTU KEGIATAN
Hari : Kamis,
Tgl : 13 Januari 2022
Waktu : Pukul 09.00 s/d selesai

C. LOKASI KEGIATAN
1. Desa Aribaya, Dusun Pringamba RT 05/02, Kec Pagentan
2. Desa Majatengah RT 01/01, Kec. Kalibening.
3. Desa Penusupan RT 04/06, Kec. Pejawaran
4. Desa Kalibening, Kec. Kalibening.

D. HASIL KEGIATAN
- Bantuan langsung diserahkan kepada korban terdampak dan didampingi oleh pemdes setempat dan dari Kecamatan.
- Adapun bantuan yang diberikan antara lain :
1. Logistik Paket Permakanan
2. Logistik Non Permakanan
Sesuai dengan kebutuhan

Demikian laporan kami sampaikan untuk menjadi periksa.

PETUGAS
- Romadon
- Slamet Riyadi
- Alam Syah Tri Putra","https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gx2jPae7EDDPWFM357OAn-tlct8o3gcxfAyVas2wiztinOyajyLA8WAyk880qiNJj4PEFmMDnBij8Z8iKVl2wd2nKufpX26tBjuew_xFJ5xWchVBt6X3fpjM2nmcHxCaK5r2hXi2TJv-415Jmz3KeAbUVk-eoSmsxHS11AZvMO-0CnzClhuQ2yflxdFkHa1v2h88mq5tKnn-nQ?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzHEi-RKVJPxSahPWoVs4OJl-HXnv6ddrAcK4ytuJ3dHCBpw5VNxHdeSiVl9khyKCx0hMgUquFE8zOk0Olmb8YaXoPhJaXy2wbMh7pjoRr9n4PfBXPOGCgCZwK95BYrz6Q0wJv2B9IYAH7mTLf0jjUpf4lutBpgdrnLyAoSjeLB8AncUXyHwq_Td3yC9f2HorFUJ_GNzqMes-8?fife=s16383, https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwNe7mCbZaYfPMf2GbMb-P98Zx7w2lXVd1hTcM3qGIHUumQL7Fn272_tgPqoqRzWR3_6d5lq-w9tC2iwPiShZq6chWy4UOq7lNBcEXiopOK600xYHE-a0Ttkdt85wxojQSb0klTSdXbmeuWGzCdJGLsgTi5MHIHNIa2B0Q0JMc-2aS5CfYVQDqZj_iB8pd2-AX7Kjvym18KKMM?fife=s16383"
